left,right,consensus
F029,F043,0.242949657316875
F029,F044,0.242949657316875
F029,F045,0.242949657316875
F029,F046,0.242949657316875
F029,F047,0.242949657316875
F029,F048,0.242949657316875
F029,F049,0.242949657316875
F029,F050,0.080983219105625
F029,F051,0.242949657316875
F029,F052,0.242949657316875
F030,F031,0.0
F030,F032,0.0
F030,F033,0.6409164160020439
F030,F034,0.5599331968964188
F030,F035,0.0
F030,F036,0.0
F030,F037,0.0
F030,F038,0.0
F030,F039,0.0
F030,F040,0.0
F030,F041,0.0
F030,F042,0.0
F030,F043,0.0
F030,F044,0.0
F030,F045,0.0
F030,F046,0.0
F030,F047,0.0
F030,F048,0.0
F030,F049,0.0
F030,F050,0.0
F030,F051,0.0
F030,F052,0.0
F031,F032,1.0
F031,F033,0.07853400852459914
F031,F034,0.15951722763022413
F031,F035,1.0
F031,F036,0.9294506967326246
F031,F037,0.16196643821125
F031,F038,0.4031300089200943
F031,F039,0.4031300089200943
F031,F040,0.16196643821125
F031,F041,0.3239328764225
F031,F042,0.16196643821125
F031,F043,0.3239328764225
F031,F044,0.3239328764225
F031,F045,0.3239328764225
F031,F046,0.5387908473615347
F031,F047,0.5387908473615347
F031,F048,0.4031300089200943
F031,F049,0.5387908473615347
F031,F050,0.16196643821125
F031,F051,0.3239328764225
F031,F052,0.4031300089200943
F032,F033,0.07853400852459914
F032,F034,0.15951722763022413
F032,F035,1.0
F032,F036,0.9294506967326246
F032,F037,0.16196643821125
F032,F038,0.4031300089200943
F032,F039,0.4031300089200943
F032,F040,0.16196643821125
