wall_time,stage1_ub,stage2_optional,stage2_time,global_valid_lb,restricted_lp,gap_percent,elite_pool_size,route_count,column_count
303.403816,29155,157,29155,14125,15197.677631578943,51.552049391185044,3,3116,179
310.929738,29155,157,29155,14125,15197.677631578943,51.552049391185044,3,3116,179
316.981207,29155,157,29155,14125,15197.677631578943,51.552049391185044,3,3116,179
322.960234,29155,157,29155,14125,15197.677631578943,51.552049391185044,3,3116,179
329.039138,29155,157,29155,14125,15197.677631578943,51.552049391185044,3,3116,179
335.027628,29155,157,29155,14125,15197.677631578943,51.552049391185044,3,3116,179
342.29344,29155,157,29155,14125,15197.677631578943,51.552049391185044,3,3116,179
363.502786,29155,157,29155,14125,15197.677631578943,51.552049391185044,3,3116,179
373.623902,29155,157,29155,14125,15197.677631578943,51.552049391185044,3,3116,179
374.074361,29155,157,29155,14125,15197.677631578943,51.552049391185044,3,3116,179
374.588924,29155,157,29155,14125,15197.677631578943,51.552049391185044,3,3116,179
384.532682,29155,157,29155,14125,15197.677631578943,51.552049391185044,3,3116,179
385.039281,29155,157,29155,14125,15197.677631578943,51.552049391185044,3,3116,179
414.292425,29155,157,29155,14125,15197.677631578943,51.552049391185044,3,3116,179
420.744734,29006,157,29006,14125,15197.677631578943,51.303178652692544,4,3116,179
423.851246,29006,157,29006,14125,15197.677631578943,51.303178652692544,4,3116,179
433.968478,29006,157,29006,14125,15197.677631578943,51.303178652692544,4,3116,179
444.673642,29006,157,29006,14125,15197.677631578943,51.303178652692544,4,3116,179
445.132213,29006,157,29006,14125,15197.677631578943,51.303178652692544,4,3116,179
455.065209,29006,157,29006,14125,15197.677631578943,51.303178652692544,4,3116,179
465.136295,29006,157,29006,14125,15197.677631578943,51.303178652692544,4,3116,179
473.958726,29006,157,29006,14125,15197.677631578943,51.303178652692544,4,3116,179
480.414832,29006,157,29006,14125,15197.677631578943,51.303178652692544,4,3116,179
484.142939,29006,157,29006,14125,15197.677631578943,51.303178652692544,4,3116,179
487.92589,29006,157,29006,14125,15197.677631578943,51.303178652692544,4,3116,179
494.289987,29006,157,29006,14125,15197.677631578943,51.303178652692544,4,3116,179
497.726567,29006,157,29006,14125,15197.677631578943,51.303178652692544,4,3116,179
501.575481,29006,157,29006,14125,15197.677631578943,51.303178652692544,4,3116,179
503.694427,29006,157,29006,14125,15197.677631578943,51.303178652692544,4,3116,179
506.296108,29006,157,29006,14125,15197.677631578943,51.303178652692544,4,3116,179
